statement,entity,year,line_item,label_key,metric,value_rm,source_sheet
Cash flow,Group,2019,Finance costs,finance costs,finance_costs,1432.0,cash flow
Cash flow,Group,2019,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,86.0,cash flow
Cash flow,Group,2019,Interest and dividend income,interest and dividend income,,54.0,cash flow
Cash flow,Group,2019,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-828.0,cash flow
Cash flow,Group,2019,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,258.0,cash flow
Cash flow,Group,2019,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,7676.0,cash flow
Cash flow,Group,2019,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-470.0,cash flow
Cash flow,Group,2019,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-6948.0,cash flow
Cash flow,Group,2019,"Proceeds from contribution made by the
shareholder during the year",proceeds from contribution made by the shareholder during the year,shareholder_bailout,5000.0,cash flow
Cash flow,Group,2019,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,421.0,cash flow
Cash flow,Group,2019,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,31.0,cash flow
Cash flow,Group,2019,Tax paid,tax paid,tax_paid,31.0,cash flow
Income statement,Company,2011,(Loss)/profit before finance costs and investment income,(loss)/profit before finance costs and investment income,operating_loss,786.0,income state 2011-2012
Income statement,Company,2011,(Loss)/profit before taxation,(loss)/profit before taxation,loss_before_tax,728.0,income state 2011-2012
Income statement,Company,2011,(Loss)/profit for the year,(loss)/profit for the year,loss_for_year,715.0,income state 2011-2012
Income statement,Company,2011,Accommodation and refreshments,accommodation and refreshments,catering_costs,970.0,income state 2011-2012
Income statement,Company,2011,Actuarial gains and losses on defined benefit plans,actuarial gains and losses on defined benefit plans,,-45.0,income state 2011-2012
Income statement,Company,2011,Aircraft lease costs,aircraft lease costs,lease_costs,1686.0,income state 2011-2012
Income statement,Company,2011,Depreciation and amortisation,depreciation and amortisation,depreciation,791.0,income state 2011-2012
Income statement,Company,2011,Distribution costs,distribution costs,commission_costs,1182.0,income state 2011-2012
Income statement,Company,2011,Electronic data costs,electronic data costs,,489.0,income state 2011-2012
Income statement,Company,2011,Employee benefit expenses,employee benefit expenses,employee_costs,2972.0,income state 2011-2012
Income statement,Company,2011,Energy,energy,fuel_costs,5814.0,income state 2011-2012
Income statement,Company,2011,Fair value movements and translation profit/(loss),fair value movements and translation profit/(loss),,-171.0,income state 2011-2012
Income statement,Company,2011,Finance costs,finance costs,finance_costs,200.0,income state 2011-2012
Income statement,Company,2011,"Gains on disposal of property, aircraft and equipment","gains on disposal of property, aircraft and equipment",,-10.0,income state 2011-2012
Income statement,Company,2011,Investment income,investment income,interest_income,142.0,income state 2011-2012
Income statement,Company,2011,Material,material,maintenance_costs,2521.0,income state 2011-2012
Income statement,Company,2011,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1173.0,income state 2011-2012
Income statement,Company,2011,Net impairment write-off,net impairment write-off,impairments,13.0,income state 2011-2012
Income statement,Company,2011,translation profit/(loss),operating (loss)/profit before fair value movements and translation profit/(loss),ebitda,957.0,income state 2011-2012
Income statement,Company,2011,Operating costs,operating costs,operating_costs,20652.0,income state 2011-2012
Income statement,Company,2011,Other comprehensive income/(loss) for the year net of taxation,other comprehensive income/(loss) for the year net of taxation,,-32.0,income state 2011-2012
Income statement,Company,2011,Other income,other income,other_income,4863.0,income state 2011-2012
Income statement,Company,2011,Other operating costs,other operating costs,other_operating_costs,3051.0,income state 2011-2012
Income statement,Company,2011,Owners of the parent,owners of the parent,,582.0,income state 2011-2012
Income statement,Company,2011,Revenue,revenue,total_income,21609.0,income state 2011-2012
Income statement,Company,2011,Subordinated loan provider,subordinated loan provider,,101.0,income state 2011-2012
Income statement,Company,2011,Taxation,taxation,taxation,-13.0,income state 2011-2012
Income statement,Company,2011,Taxation related to components of other comprehensive income,taxation related to components of other comprehensive income,,13.0,income state 2011-2012
Income statement,Company,2011,Total comprehensive income/(loss),total comprehensive income/(loss),total_comprehensive_loss,683.0,income state 2011-2012
Income statement,Company,2011,Turnover,turnover,airline_revenue,16746.0,income state 2011-2012
Income statement,Company,2012,(Loss)/profit before finance costs and investment income,(loss)/profit before finance costs and investment income,operating_loss,-937.0,income state 2011-2012
Income statement,Company,2012,(Loss)/profit before taxation,(loss)/profit before taxation,loss_before_tax,-1067.0,income state 2011-2012
Income statement,Company,2012,(Loss)/profit for the year,(loss)/profit for the year,loss_for_year,-1067.0,income state 2011-2012
Income statement,Company,2012,Accommodation and refreshments,accommodation and refreshments,catering_costs,1114.0,income state 2011-2012
Income statement,Company,2012,Actuarial gains and losses on defined benefit plans,actuarial gains and losses on defined benefit plans,,80.0,income state 2011-2012
Income statement,Company,2012,Aircraft lease costs,aircraft lease costs,lease_costs,1795.0,income state 2011-2012
Income statement,Company,2012,Depreciation and amortisation,depreciation and amortisation,depreciation,474.0,income state 2011-2012
Income statement,Company,2012,Distribution costs,distribution costs,commission_costs,1178.0,income state 2011-2012
Income statement,Company,2012,Electronic data costs,electronic data costs,,553.0,income state 2011-2012
Income statement,Company,2012,Employee benefit expenses,employee benefit expenses,employee_costs,3129.0,income state 2011-2012
Income statement,Company,2012,Energy,energy,fuel_costs,7882.0,income state 2011-2012
Income statement,Company,2012,Fair value movements and translation profit/(loss),fair value movements and translation profit/(loss),,62.0,income state 2011-2012
Income statement,Company,2012,Finance costs,finance costs,finance_costs,172.0,income state 2011-2012
Income statement,Company,2012,Gains and losses on property revaluations,gains and losses on property revaluations,,433.0,income state 2011-2012
Income statement,Company,2012,"Gains on disposal of property, aircraft and equipment","gains on disposal of property, aircraft and equipment",,-25.0,income state 2011-2012
Income statement,Company,2012,Investment income,investment income,interest_income,42.0,income state 2011-2012
Income statement,Company,2012,Material,material,maintenance_costs,2735.0,income state 2011-2012
Income statement,Company,2012,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1368.0,income state 2011-2012
Income statement,Company,2012,Net impairment write-off,net impairment write-off,impairments,-228.0,income state 2011-2012
Income statement,Company,2012,translation profit/(loss),operating (loss)/profit before fair value movements and translation profit/(loss),ebitda,-999.0,income state 2011-2012
Income statement,Company,2012,Operating costs,operating costs,operating_costs,23444.0,income state 2011-2012
Income statement,Company,2012,Other comprehensive income/(loss) for the year net of taxation,other comprehensive income/(loss) for the year net of taxation,,513.0,income state 2011-2012
Income statement,Company,2012,Other income,other income,other_income,5414.0,income state 2011-2012
Income statement,Company,2012,Other operating costs,other operating costs,other_operating_costs,3469.0,income state 2011-2012
Income statement,Company,2012,Owners of the parent,owners of the parent,,-646.0,income state 2011-2012
Income statement,Company,2012,Revenue,revenue,total_income,22445.0,income state 2011-2012
Income statement,Company,2012,Subordinated loan provider,subordinated loan provider,,92.0,income state 2011-2012
Income statement,Company,2012,Total comprehensive income/(loss),total comprehensive income/(loss),total_comprehensive_loss,-554.0,income state 2011-2012
Income statement,Company,2012,Turnover,turnover,airline_revenue,17031.0,income state 2011-2012
Income statement,Company,2015,Accommodation and refreshments,accommodation and refreshments,catering_costs,1416.0,Income statement 2015-2017
Income statement,Company,2015,Aircraft lease costs,aircraft lease costs,lease_costs,2711.0,Income statement 2015-2017
Income statement,Company,2015,Airline revenue,airline revenue,airline_revenue,26775.0,Income statement 2015-2017
Income statement,Company,2015,"Change in value of available-for-sale
financial asset**",change in value of available-for-sale financial asset,,3.0,Income statement 2015-2017
Income statement,Company,2015,Commissions and network charges,commissions and network charges,commission_costs,1763.0,Income statement 2015-2017
Income statement,Company,2015,Depreciation and amortisation,depreciation and amortisation,depreciation,754.0,Income statement 2015-2017
Income statement,Company,2015,Electronic data costs,electronic data costs,,530.0,Income statement 2015-2017
Income statement,Company,2015,Employee benefit expenses,employee benefit expenses,employee_costs,3758.0,Income statement 2015-2017
Income statement,Company,2015,Fair value and translation movements,fair value and translation movements,,22.0,Income statement 2015-2017
Income statement,Company,2015,Finance costs,finance costs,finance_costs,667.0,Income statement 2015-2017
Income statement,Company,2015,Fuel and other energy costs,fuel and other energy costs,fuel_costs,9449.0,Income statement 2015-2017
Income statement,Company,2015,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,-47.0,Income statement 2015-2017
Income statement,Company,2015,Impairments,impairments,impairments,-1514.0,Income statement 2015-2017
Income statement,Company,2015,Interest income,interest income,interest_income,16.0,Income statement 2015-2017
Income statement,Company,2015,Loss before taxation,loss before taxation,loss_before_tax,-5718.0,Income statement 2015-2017
Income statement,Company,2015,Loss for the year,loss for the year,loss_for_year,-5718.0,Income statement 2015-2017
Income statement,Company,2015,Maintenance costs,maintenance costs,maintenance_costs,4866.0,Income statement 2015-2017
Income statement,Company,2015,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1980.0,Income statement 2015-2017
Income statement,Company,2015,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,-3.0,Income statement 2015-2017
Income statement,Company,2015,"Operating (loss)/profit before interest,
tax, depreciation and amortisation","operating (loss)/profit before interest, tax, depreciation and amortisation",ebitda,-2796.0,Income statement 2015-2017
Income statement,Company,2015,Operating costs,operating costs,operating_costs,31015.0,Income statement 2015-2017
Income statement,Company,2015,Operating loss,operating loss,operating_loss,-5067.0,Income statement 2015-2017
Income statement,Company,2015,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,-50.0,Income statement 2015-2017
Income statement,Company,2015,Other income,other income,other_income,1444.0,Income statement 2015-2017
Income statement,Company,2015,Other operating costs,other operating costs,other_operating_costs,4520.0,Income statement 2015-2017
Income statement,Company,2015,Owners of the parent,owners of the parent,,-5768.0,Income statement 2015-2017
Income statement,Company,2015,"Remeasurements of defined benefit
plans*",remeasurements of defined benefit plans,,-6.0,Income statement 2015-2017
Income statement,Company,2015,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-5768.0,Income statement 2015-2017
Income statement,Company,2015,Total income,total income,total_income,28219.0,Income statement 2015-2017
Income statement,Company,2016,Accommodation and refreshments,accommodation and refreshments,catering_costs,1566.0,Income statement 2015-2017
Income statement,Company,2016,Aircraft lease costs,aircraft lease costs,lease_costs,3078.0,Income statement 2015-2017
Income statement,Company,2016,Airline revenue,airline revenue,airline_revenue,26755.0,Income statement 2015-2017
Income statement,Company,2016,"Change in value of available-for-sale
financial asset**",change in value of available-for-sale financial asset,,5.0,Income statement 2015-2017
Income statement,Company,2016,Commissions and network charges,commissions and network charges,commission_costs,1730.0,Income statement 2015-2017
Income statement,Company,2016,Depreciation and amortisation,depreciation and amortisation,depreciation,656.0,Income statement 2015-2017
Income statement,Company,2016,Electronic data costs,electronic data costs,,636.0,Income statement 2015-2017
Income statement,Company,2016,Employee benefit expenses,employee benefit expenses,employee_costs,3819.0,Income statement 2015-2017
Income statement,Company,2016,Fair value and translation movements,fair value and translation movements,,-834.0,Income statement 2015-2017
Income statement,Company,2016,Finance costs,finance costs,finance_costs,1063.0,Income statement 2015-2017
Income statement,Company,2016,Fuel and other energy costs,fuel and other energy costs,fuel_costs,6673.0,Income statement 2015-2017
Income statement,Company,2016,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,-18.0,Income statement 2015-2017
Income statement,Company,2016,Impairments,impairments,impairments,-98.0,Income statement 2015-2017
Income statement,Company,2016,Interest income,interest income,interest_income,11.0,Income statement 2015-2017
Income statement,Company,2016,Loss before taxation,loss before taxation,loss_before_tax,-1314.0,Income statement 2015-2017
Income statement,Company,2016,Loss for the year,loss for the year,loss_for_year,-1314.0,Income statement 2015-2017
Income statement,Company,2016,Maintenance costs,maintenance costs,maintenance_costs,5368.0,Income statement 2015-2017
Income statement,Company,2016,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2108.0,Income statement 2015-2017
Income statement,Company,2016,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,-2.0,Income statement 2015-2017
Income statement,Company,2016,"Operating (loss)/profit before interest,
tax, depreciation and amortisation","operating (loss)/profit before interest, tax, depreciation and amortisation",ebitda,494.0,Income statement 2015-2017
Income statement,Company,2016,Operating costs,operating costs,operating_costs,27889.0,Income statement 2015-2017
Income statement,Company,2016,Operating loss,operating loss,operating_loss,-262.0,Income statement 2015-2017
Income statement,Company,2016,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,-19.0,Income statement 2015-2017
Income statement,Company,2016,Other income,other income,other_income,1628.0,Income statement 2015-2017
Income statement,Company,2016,Other operating costs,other operating costs,other_operating_costs,3745.0,Income statement 2015-2017
Income statement,Company,2016,Owners of the parent,owners of the parent,,-1333.0,Income statement 2015-2017
Income statement,Company,2016,"Remeasurements of defined benefit
plans*",remeasurements of defined benefit plans,,-6.0,Income statement 2015-2017
Income statement,Company,2016,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-1333.0,Income statement 2015-2017
Income statement,Company,2016,Total income,total income,total_income,28383.0,Income statement 2015-2017
Income statement,Company,2017,Accommodation and refreshments,accommodation and refreshments,catering_costs,1711.0,Income statement
Income statement,Company,2017,Aircraft lease costs,aircraft lease costs,lease_costs,3022.0,Income statement
Income statement,Company,2017,Airline revenue,airline revenue,airline_revenue,26539.0,Income statement
Income statement,Company,2017,"Change in value of available–for–sale financial
asset**",change in value of available-for-sale financial asset,,6.0,Income statement
Income statement,Company,2017,Commissions and network charges,commissions and network charges,commission_costs,1798.0,Income statement
Income statement,Company,2017,Depreciation and amortisation,depreciation and amortisation,depreciation,953.0,Income statement
Income statement,Company,2017,Electronic data costs,electronic data costs,,666.0,Income statement
Income statement,Company,2017,Employee benefit expenses,employee benefit expenses,employee_costs,4012.0,Income statement
Income statement,Company,2017,Fair value and translation movements,fair value and translation movements,,1081.0,Income statement
Income statement,Company,2017,Finance costs,finance costs,finance_costs,1663.0,Income statement
Income statement,Company,2017,Fuel and other energy costs,fuel and other energy costs,fuel_costs,6735.0,Income statement
Income statement,Company,2017,Gains on property revaluations*,gains on property revaluations,,67.0,Income statement
Income statement,Company,2017,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,67.0,Income statement 2015-2017
Income statement,Company,2017,Impairments,impairments,impairments,-906.0,Income statement
Income statement,Company,2017,Interest income,interest income,interest_income,12.0,Income statement
Income statement,Company,2017,Loss before taxation,loss before taxation,loss_before_tax,-6337.0,Income statement
Income statement,Company,2017,Loss for the year,loss for the year,loss_for_year,-6337.0,Income statement
Income statement,Company,2017,Maintenance costs,maintenance costs,maintenance_costs,6181.0,Income statement
Income statement,Company,2017,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2161.0,Income statement
Income statement,Company,2017,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,18.0,Income statement
Income statement,Company,2017,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,18.0,Income statement 2015-2017
Income statement,Company,2017,Operating costs,operating costs,operating_costs,31244.0,Income statement
Income statement,Company,2017,Operating loss,operating loss,operating_loss,-4686.0,Income statement
Income statement,Company,2017,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-2845.0,Income statement
Income statement,Company,2017,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,62.0,Income statement
Income statement,Company,2017,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,62.0,Income statement 2015-2017
Income statement,Company,2017,Other income,other income,other_income,1860.0,Income statement
Income statement,Company,2017,Other operating costs,other operating costs,other_operating_costs,3877.0,Income statement
Income statement,Company,2017,Owners of the parent,owners of the parent,,-6275.0,Income statement
Income statement,Company,2017,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,-11.0,Income statement
Income statement,Company,2017,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-6275.0,Income statement
Income statement,Company,2017,Total income,total income,total_income,28399.0,Income statement
Income statement,Company,2018,Accommodation and refreshments,accommodation and refreshments,catering_costs,1506.0,Income statement
Income statement,Company,2018,Aircraft lease costs,aircraft lease costs,lease_costs,3158.0,Income statement
Income statement,Company,2018,Airline revenue,airline revenue,airline_revenue,25192.0,Income statement
Income statement,Company,2018,"Change in value of available–for–sale financial
asset**",change in value of available-for-sale financial asset,,6.0,Income statement
Income statement,Company,2018,Commissions and network charges,commissions and network charges,commission_costs,1685.0,Income statement
Income statement,Company,2018,Depreciation and amortisation,depreciation and amortisation,depreciation,692.0,Income statement
Income statement,Company,2018,Electronic data costs,electronic data costs,,631.0,Income statement
Income statement,Company,2018,Employee benefit expenses,employee benefit expenses,employee_costs,4025.0,Income statement
Income statement,Company,2018,Fair value and translation movements,fair value and translation movements,,804.0,Income statement
Income statement,Company,2018,Finance costs,finance costs,finance_costs,1473.0,Income statement
Income statement,Company,2018,Fuel and other energy costs,fuel and other energy costs,fuel_costs,6648.0,Income statement
Income statement,Company,2018,Impairments,impairments,impairments,73.0,Income statement
Income statement,Company,2018,Interest income,interest income,interest_income,50.0,Income statement
Income statement,Company,2018,Loss before taxation,loss before taxation,loss_before_tax,-5051.0,Income statement
Income statement,Company,2018,Loss for the year,loss for the year,loss_for_year,-5051.0,Income statement
Income statement,Company,2018,Maintenance costs,maintenance costs,maintenance_costs,5951.0,Income statement
Income statement,Company,2018,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1807.0,Income statement
Income statement,Company,2018,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,26.0,Income statement
Income statement,Company,2018,Operating costs,operating costs,operating_costs,29773.0,Income statement
Income statement,Company,2018,Operating loss,operating loss,operating_loss,-3628.0,Income statement
Income statement,Company,2018,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-3035.0,Income statement
Income statement,Company,2018,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,7.0,Income statement
Income statement,Company,2018,Other income,other income,other_income,1546.0,Income statement
Income statement,Company,2018,Other operating costs,other operating costs,other_operating_costs,3558.0,Income statement
Income statement,Company,2018,Owners of the parent,owners of the parent,,-5044.0,Income statement
Income statement,Company,2018,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,1.0,Income statement
Income statement,Company,2018,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-5044.0,Income statement
Income statement,Company,2018,Total income,total income,total_income,26738.0,Income statement
Income statement,Company,2019,Accommodation and refreshments,accommodation and refreshments,catering_costs,1329.0,Income statement
Income statement,Company,2019,Aircraft lease costs,aircraft lease costs,lease_costs,2841.0,Income statement
Income statement,Company,2019,Airline revenue,airline revenue,airline_revenue,22695.0,Income statement
Income statement,Company,2019,Commissions and network charges,commissions and network charges,commission_costs,1399.0,Income statement
Income statement,Company,2019,Depreciation and amortisation,depreciation and amortisation,depreciation,899.0,Income statement
Income statement,Company,2019,Electronic data costs,electronic data costs,,685.0,Income statement
Income statement,Company,2019,Employee benefit expenses,employee benefit expenses,employee_costs,4289.0,Income statement
Income statement,Company,2019,Fair value and translation movements,fair value and translation movements,,-542.0,Income statement
Income statement,Company,2019,Finance costs,finance costs,finance_costs,1399.0,Income statement
Income statement,Company,2019,Fuel and other energy costs,fuel and other energy costs,fuel_costs,6987.0,Income statement
Income statement,Company,2019,Impairments,impairments,impairments,-1178.0,Income statement
Income statement,Company,2019,Interest income,interest income,interest_income,62.0,Income statement
Income statement,Company,2019,Loss before taxation,loss before taxation,loss_before_tax,-5834.0,Income statement
Income statement,Company,2019,Loss for the year,loss for the year,loss_for_year,-5834.0,Income statement
Income statement,Company,2019,Maintenance costs,maintenance costs,maintenance_costs,4178.0,Income statement
Income statement,Company,2019,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1546.0,Income statement
Income statement,Company,2019,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,-1.0,Income statement
Income statement,Company,2019,Operating costs,operating costs,operating_costs,26294.0,Income statement
Income statement,Company,2019,Operating loss,operating loss,operating_loss,-4497.0,Income statement
Income statement,Company,2019,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-2419.0,Income statement
Income statement,Company,2019,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,1.0,Income statement
Income statement,Company,2019,Other income,other income,other_income,1180.0,Income statement
Income statement,Company,2019,Other operating costs,other operating costs,other_operating_costs,3582.0,Income statement
Income statement,Company,2019,Owners of the parent,owners of the parent,,-5833.0,Income statement
Income statement,Company,2019,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,1.0,Income statement
Income statement,Company,2019,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-5833.0,Income statement
Income statement,Company,2019,Total income,total income,total_income,23875.0,Income statement
Income statement,Group,2011,(Loss)/profit before finance costs and investment income,(loss)/profit before finance costs and investment income,operating_loss,804.0,income state 2011-2012
Income statement,Group,2011,(Loss)/profit before taxation,(loss)/profit before taxation,loss_before_tax,792.0,income state 2011-2012
Income statement,Group,2011,(Loss)/profit for the year,(loss)/profit for the year,loss_for_year,779.0,income state 2011-2012
Income statement,Group,2011,Accommodation and refreshments,accommodation and refreshments,catering_costs,658.0,income state 2011-2012
Income statement,Group,2011,Actuarial gains and losses on defined benefit plans,actuarial gains and losses on defined benefit plans,,-45.0,income state 2011-2012
Income statement,Group,2011,Aircraft lease costs,aircraft lease costs,lease_costs,1686.0,income state 2011-2012
Income statement,Group,2011,Basic and diluted earnings per share (cents),basic and diluted earnings per share (cents),,6.0,income state 2011-2012
Income statement,Group,2011,Depreciation and amortisation,depreciation and amortisation,depreciation,845.0,income state 2011-2012
Income statement,Group,2011,Distribution costs,distribution costs,commission_costs,1227.0,income state 2011-2012
Income statement,Group,2011,Electronic data costs,electronic data costs,,492.0,income state 2011-2012
Income statement,Group,2011,Employee benefit expenses,employee benefit expenses,employee_costs,4417.0,income state 2011-2012
Income statement,Group,2011,Energy,energy,fuel_costs,6086.0,income state 2011-2012
Income statement,Group,2011,Fair value movements and translation profit/(loss),fair value movements and translation profit/(loss),,-202.0,income state 2011-2012
Income statement,Group,2011,Finance costs,finance costs,finance_costs,168.0,income state 2011-2012
Income statement,Group,2011,"Gains on disposal of property, aircraft and equipment","gains on disposal of property, aircraft and equipment",,-4.0,income state 2011-2012
Income statement,Group,2011,Investment income,investment income,interest_income,156.0,income state 2011-2012
Income statement,Group,2011,Material,material,maintenance_costs,1316.0,income state 2011-2012
Income statement,Group,2011,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1248.0,income state 2011-2012
Income statement,Group,2011,Net impairment write-off,net impairment write-off,impairments,71.0,income state 2011-2012
Income statement,Group,2011,translation profit/(loss),operating (loss)/profit before fair value movements and translation profit/(loss),ebitda,1006.0,income state 2011-2012
Income statement,Group,2011,Operating costs,operating costs,operating_costs,21602.0,income state 2011-2012
Income statement,Group,2011,Other comprehensive income/(loss) for the year net of taxation,other comprehensive income/(loss) for the year net of taxation,,-32.0,income state 2011-2012
Income statement,Group,2011,Other income,other income,other_income,4841.0,income state 2011-2012
Income statement,Group,2011,Other operating costs,other operating costs,other_operating_costs,3560.0,income state 2011-2012
Income statement,Group,2011,Owners of the parent,owners of the parent,,646.0,income state 2011-2012
Income statement,Group,2011,Revenue,revenue,total_income,22608.0,income state 2011-2012
Income statement,Group,2011,Subordinated loan provider,subordinated loan provider,,101.0,income state 2011-2012
Income statement,Group,2011,Taxation,taxation,taxation,-13.0,income state 2011-2012
Income statement,Group,2011,Taxation related to components of other comprehensive income,taxation related to components of other comprehensive income,,13.0,income state 2011-2012
Income statement,Group,2011,Total comprehensive income/(loss),total comprehensive income/(loss),total_comprehensive_loss,747.0,income state 2011-2012
Income statement,Group,2011,Turnover,turnover,airline_revenue,17767.0,income state 2011-2012
Income statement,Group,2012,(Loss)/profit before finance costs and investment income,(loss)/profit before finance costs and investment income,operating_loss,-1252.0,income state 2011-2012
Income statement,Group,2012,(Loss)/profit before taxation,(loss)/profit before taxation,loss_before_tax,-1357.0,income state 2011-2012
Income statement,Group,2012,(Loss)/profit for the year,(loss)/profit for the year,loss_for_year,-843.0,income state 2011-2012
Income statement,Group,2012,Accommodation and refreshments,accommodation and refreshments,catering_costs,793.0,income state 2011-2012
Income statement,Group,2012,Actuarial gains and losses on defined benefit plans,actuarial gains and losses on defined benefit plans,,80.0,income state 2011-2012
Income statement,Group,2012,Aircraft lease costs,aircraft lease costs,lease_costs,1797.0,income state 2011-2012
Income statement,Group,2012,Basic and diluted earnings per share (cents),basic and diluted earnings per share (cents),,-7.0,income state 2011-2012
Income statement,Group,2012,Depreciation and amortisation,depreciation and amortisation,depreciation,530.0,income state 2011-2012
Income statement,Group,2012,Distribution costs,distribution costs,commission_costs,1231.0,income state 2011-2012
Income statement,Group,2012,Electronic data costs,electronic data costs,,557.0,income state 2011-2012
Income statement,Group,2012,Employee benefit expenses,employee benefit expenses,employee_costs,4711.0,income state 2011-2012
Income statement,Group,2012,Energy,energy,fuel_costs,8302.0,income state 2011-2012
Income statement,Group,2012,Fair value movements and translation profit/(loss),fair value movements and translation profit/(loss),,63.0,income state 2011-2012
Income statement,Group,2012,Finance costs,finance costs,finance_costs,147.0,income state 2011-2012
Income statement,Group,2012,Gains and losses on property revaluations,gains and losses on property revaluations,,935.0,income state 2011-2012
Income statement,Group,2012,"Gains on disposal of property, aircraft and equipment","gains on disposal of property, aircraft and equipment",,-25.0,income state 2011-2012
Income statement,Group,2012,Investment income,investment income,interest_income,42.0,income state 2011-2012
Income statement,Group,2012,Material,material,maintenance_costs,1739.0,income state 2011-2012
Income statement,Group,2012,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1476.0,income state 2011-2012
Income statement,Group,2012,Net impairment write-off,net impairment write-off,impairments,44.0,income state 2011-2012
Income statement,Group,2012,translation profit/(loss),operating (loss)/profit before fair value movements and translation profit/(loss),ebitda,-1315.0,income state 2011-2012
Income statement,Group,2012,Operating costs,operating costs,operating_costs,25176.0,income state 2011-2012
Income statement,Group,2012,Other comprehensive income/(loss) for the year net of taxation,other comprehensive income/(loss) for the year net of taxation,,903.0,income state 2011-2012
Income statement,Group,2012,Other income,other income,other_income,5411.0,income state 2011-2012
Income statement,Group,2012,Other operating costs,other operating costs,other_operating_costs,4021.0,income state 2011-2012
Income statement,Group,2012,Owners of the parent,owners of the parent,,-32.0,income state 2011-2012
Income statement,Group,2012,Revenue,revenue,total_income,23861.0,income state 2011-2012
Income statement,Group,2012,Subordinated loan provider,subordinated loan provider,,92.0,income state 2011-2012
Income statement,Group,2012,Taxation,taxation,taxation,514.0,income state 2011-2012
Income statement,Group,2012,Taxation related to components of other comprehensive income,taxation related to components of other comprehensive income,,-112.0,income state 2011-2012
Income statement,Group,2012,Total comprehensive income/(loss),total comprehensive income/(loss),total_comprehensive_loss,60.0,income state 2011-2012
Income statement,Group,2012,Turnover,turnover,airline_revenue,18450.0,income state 2011-2012
Income statement,Group,2015,Accommodation and refreshments,accommodation and refreshments,catering_costs,1040.0,Income statement 2015-2017
Income statement,Group,2015,Aircraft lease costs,aircraft lease costs,lease_costs,2756.0,Income statement 2015-2017
Income statement,Group,2015,Airline revenue,airline revenue,airline_revenue,29160.0,Income statement 2015-2017
Income statement,Group,2015,"Change in value of available-for-sale
financial asset**",change in value of available-for-sale financial asset,,3.0,Income statement 2015-2017
