statement,entity,year,line_item,label_key,metric,value_rm,source_sheet
Balance sheet,Group,2010,Provisions,current liabilities: provisions,provisions_current,697.0,balance sheet 2010-2012
Balance sheet,Group,2010,Current portion of long-term loans,current portion of long-term loans,current_portion_loans,553.0,balance sheet 2010-2012
Balance sheet,Group,2010,Deferred taxation asset,deferred taxation asset,,18.0,balance sheet 2010-2012
Balance sheet,Group,2010,Finance lease obligation,finance lease obligation,,10.0,balance sheet 2010-2012
Balance sheet,Group,2010,Intangible assets,intangible assets,intangibles,90.0,balance sheet 2010-2012
Balance sheet,Group,2010,Inventories,inventories,inventories,649.0,balance sheet 2010-2012
Balance sheet,Group,2010,Investments,investments,,122.0,balance sheet 2010-2012
Balance sheet,Group,2010,Deferred revenue on ticket sales,liabilities non-current liabilities: deferred revenue on ticket sales,,1405.0,balance sheet 2010-2012
Balance sheet,Group,2010,Provisions,liabilities non-current liabilities: provisions,,1536.0,balance sheet 2010-2012
Balance sheet,Group,2010,Long-term loans,long-term loans,long_term_loans,2139.0,balance sheet 2010-2012
Balance sheet,Group,2010,"Non-current assets held-for-sale and assets
of disposal groups",non-current assets held-for-sale and assets of disposal groups,,10.0,balance sheet 2010-2012
Balance sheet,Group,2010,Other long-term liabilities,other long-term liabilities,,63.0,balance sheet 2010-2012
Balance sheet,Group,2010,"Property, aircraft and equipment","property, aircraft and equipment",ppe,6548.0,balance sheet 2010-2012
Balance sheet,Group,2010,Reserves,reserves,reserves,553.0,balance sheet 2010-2012
Balance sheet,Group,2010,Retirement benefit obligation,retirement benefit obligation,,41.0,balance sheet 2010-2012
Balance sheet,Group,2010,Share capital,share capital,share_capital,12892.0,balance sheet 2010-2012
Balance sheet,Group,2010,Subordinated loan guaranteed by government,subordinated loan guaranteed by government,subordinated_loan,1300.0,balance sheet 2010-2012
Balance sheet,Group,2010,Total assets,total assets,total_assets,14883.0,balance sheet 2010-2012
Balance sheet,Group,2010,total current assets,total current assets,current_assets,8217.0,balance sheet 2010-2012
Balance sheet,Group,2010,total current liabilities,total current liabilities,current_liabilities,9870.0,balance sheet 2010-2012
Balance sheet,Group,2010,total equity,total equity,total_equity,-171.0,balance sheet 2010-2012
Balance sheet,Group,2010,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,14883.0,balance sheet 2010-2012
Balance sheet,Group,2010,Total liabilities,total liabilities,total_liabilities,15054.0,balance sheet 2010-2012
Balance sheet,Group,2010,total non-current assets,total non-current assets,non_current_assets,6656.0,balance sheet 2010-2012
Balance sheet,Group,2010,total non-current liabilities,total non-current liabilities,non_current_liabilities,5184.0,balance sheet 2010-2012
Balance sheet,Group,2010,Trade and other payables,trade and other payables,payables,4833.0,balance sheet 2010-2012
Balance sheet,Group,2010,Trade and other receivables,trade and other receivables,receivables,3968.0,balance sheet 2010-2012
Balance sheet,Group,2011,Accumulated loss,accumulated loss,accumulated_loss,-14238.0,balance sheet 2010-2012
Balance sheet,Group,2011,Cash and cash equivalents,cash and cash equivalents,cash,2252.0,balance sheet 2010-2012
Balance sheet,Group,2011,Derivatives,current assets: derivatives,,379.0,balance sheet 2010-2012
Balance sheet,Group,2011,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,3450.0,balance sheet 2010-2012
Balance sheet,Group,2011,Derivatives,current liabilities: derivatives,,14.0,balance sheet 2010-2012
Balance sheet,Group,2011,Provisions,current liabilities: provisions,provisions_current,723.0,balance sheet 2010-2012
Balance sheet,Group,2011,Current portion of long-term loans,current portion of long-term loans,current_portion_loans,407.0,balance sheet 2010-2012
Balance sheet,Group,2011,Deferred taxation asset,deferred taxation asset,,17.0,balance sheet 2010-2012
Balance sheet,Group,2011,Intangible assets,intangible assets,intangibles,112.0,balance sheet 2010-2012
Balance sheet,Group,2011,Inventories,inventories,inventories,733.0,balance sheet 2010-2012
Balance sheet,Group,2011,Investments,investments,,6.0,balance sheet 2010-2012
Balance sheet,Group,2011,Deferred revenue on ticket sales,liabilities non-current liabilities: deferred revenue on ticket sales,,1188.0,balance sheet 2010-2012
Balance sheet,Group,2011,Provisions,liabilities non-current liabilities: provisions,,1221.0,balance sheet 2010-2012
Balance sheet,Group,2011,Long-term loans,long-term loans,long_term_loans,1671.0,balance sheet 2010-2012
Balance sheet,Group,2011,Other long-term liabilities,other long-term liabilities,,63.0,balance sheet 2010-2012
Balance sheet,Group,2011,"Property, aircraft and equipment","property, aircraft and equipment",ppe,6251.0,balance sheet 2010-2012
Balance sheet,Group,2011,Reserves,reserves,reserves,521.0,balance sheet 2010-2012
Balance sheet,Group,2011,Retirement benefit obligation,retirement benefit obligation,,39.0,balance sheet 2010-2012
Balance sheet,Group,2011,Share capital,share capital,share_capital,12892.0,balance sheet 2010-2012
Balance sheet,Group,2011,Subordinated loan guaranteed by government,subordinated loan guaranteed by government,subordinated_loan,1300.0,balance sheet 2010-2012
Balance sheet,Group,2011,Total assets,total assets,total_assets,14144.0,balance sheet 2010-2012
Balance sheet,Group,2011,total current assets,total current assets,current_assets,7764.0,balance sheet 2010-2012
Balance sheet,Group,2011,total current liabilities,total current liabilities,current_liabilities,9487.0,balance sheet 2010-2012
Balance sheet,Group,2011,total equity,total equity,total_equity,475.0,balance sheet 2010-2012
Balance sheet,Group,2011,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,14144.0,balance sheet 2010-2012
Balance sheet,Group,2011,Total liabilities,total liabilities,total_liabilities,13669.0,balance sheet 2010-2012
Balance sheet,Group,2011,total non-current assets,total non-current assets,non_current_assets,6380.0,balance sheet 2010-2012
Balance sheet,Group,2011,total non-current liabilities,total non-current liabilities,non_current_liabilities,4182.0,balance sheet 2010-2012
Balance sheet,Group,2011,Trade and other payables,trade and other payables,payables,4893.0,balance sheet 2010-2012
Balance sheet,Group,2011,Trade and other receivables,trade and other receivables,receivables,4394.0,balance sheet 2010-2012
Balance sheet,Group,2012,Accumulated loss,accumulated loss,accumulated_loss,-14738.0,balance sheet 2010-2012
Balance sheet,Group,2012,Bank overdraft,bank overdraft,bank_overdraft,1569.0,balance sheet 2010-2012
Balance sheet,Group,2012,Cash and cash equivalents,cash and cash equivalents,cash,1536.0,balance sheet 2010-2012
Balance sheet,Group,2012,Derivatives,current assets: derivatives,,262.0,balance sheet 2010-2012
Balance sheet,Group,2012,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,3355.0,balance sheet 2010-2012
Balance sheet,Group,2012,Derivatives,current liabilities: derivatives,,11.0,balance sheet 2010-2012
Balance sheet,Group,2012,Provisions,current liabilities: provisions,provisions_current,290.0,balance sheet 2010-2012
Balance sheet,Group,2012,Current portion of long-term loans,current portion of long-term loans,current_portion_loans,471.0,balance sheet 2010-2012
Balance sheet,Group,2012,Deferred taxation asset,deferred taxation asset,,419.0,balance sheet 2010-2012
Balance sheet,Group,2012,Intangible assets,intangible assets,intangibles,91.0,balance sheet 2010-2012
Balance sheet,Group,2012,Inventories,inventories,inventories,910.0,balance sheet 2010-2012
Balance sheet,Group,2012,Investments,investments,,9.0,balance sheet 2010-2012
Balance sheet,Group,2012,Deferred revenue on ticket sales,liabilities non-current liabilities: deferred revenue on ticket sales,,983.0,balance sheet 2010-2012
Balance sheet,Group,2012,Provisions,liabilities non-current liabilities: provisions,,1564.0,balance sheet 2010-2012
Balance sheet,Group,2012,Long-term loans,long-term loans,long_term_loans,1305.0,balance sheet 2010-2012
Balance sheet,Group,2012,Other long-term liabilities,other long-term liabilities,,63.0,balance sheet 2010-2012
Balance sheet,Group,2012,"Property, aircraft and equipment","property, aircraft and equipment",ppe,7292.0,balance sheet 2010-2012
Balance sheet,Group,2012,Reserves,reserves,reserves,989.0,balance sheet 2010-2012
Balance sheet,Group,2012,Retirement benefit asset,retirement benefit asset,,31.0,balance sheet 2010-2012
Balance sheet,Group,2012,Retirement benefit obligation,retirement benefit obligation,,46.0,balance sheet 2010-2012
Balance sheet,Group,2012,Share capital,share capital,share_capital,12892.0,balance sheet 2010-2012
Balance sheet,Group,2012,Subordinated loan guaranteed by government,subordinated loan guaranteed by government,subordinated_loan,1300.0,balance sheet 2010-2012
Balance sheet,Group,2012,Total assets,total assets,total_assets,15056.0,balance sheet 2010-2012
Balance sheet,Group,2012,total current assets,total current assets,current_assets,7223.0,balance sheet 2010-2012
Balance sheet,Group,2012,total current liabilities,total current liabilities,current_liabilities,10652.0,balance sheet 2010-2012
Balance sheet,Group,2012,total equity,total equity,total_equity,443.0,balance sheet 2010-2012
Balance sheet,Group,2012,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,15056.0,balance sheet 2010-2012
Balance sheet,Group,2012,Total liabilities,total liabilities,total_liabilities,14613.0,balance sheet 2010-2012
Balance sheet,Group,2012,total non-current assets,total non-current assets,non_current_assets,7833.0,balance sheet 2010-2012
Balance sheet,Group,2012,total non-current liabilities,total non-current liabilities,non_current_liabilities,3961.0,balance sheet 2010-2012
Balance sheet,Group,2012,Trade and other payables,trade and other payables,payables,4956.0,balance sheet 2010-2012
Balance sheet,Group,2012,Trade and other receivables,trade and other receivables,receivables,4506.0,balance sheet 2010-2012
Balance sheet,Group,2015,Accumulated Loss,accumulated loss,accumulated_loss,-24593.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Bank overdraft,bank overdraft,bank_overdraft,1185.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Cash and cash equivalents,cash and cash equivalents,cash,1295.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Derivatives,current assets: derivatives,,171.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,3590.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Derivatives,current liabilities: derivatives,,346.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Provisions,current liabilities: provisions,provisions_current,511.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Current portion of long-term loans,current portion of long-term loans,current_portion_loans,4638.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Current tax payable,current tax payable,,3.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Deferred tax asset,deferred tax asset,,380.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Intangible assets,intangible assets,intangibles,171.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Inventories,inventories,inventories,725.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Investments,investments,,18.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Long-term loans,long-term loans,long_term_loans,4984.0,Balance sheet 2015-2017
Balance sheet,Group,2015,"Non-current assets classified as
held-for-sale and assets of
disposal groups",non-current assets classified as held-for-sale and assets of disposal groups,,99.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Deferred revenue on ticket sales,non-current liabilities: deferred revenue on ticket sales,deferred_revenue_non_current,715.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Provisions,non-current liabilities: provisions,provisions_non_current,2143.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Non-current prepayments,non-current prepayments,,2184.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Other long-term liabilities,other long-term liabilities,,63.0,Balance sheet 2015-2017
Balance sheet,Group,2015,"Property, aircraft and equipment","property, aircraft and equipment",ppe,4587.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Reserves,reserves,reserves,953.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Retirement benefit asset,retirement benefit asset,,38.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Retirement benefit obligation,retirement benefit obligation,,91.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Share capital,share capital,share_capital,12892.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Total assets,total assets,total_assets,14666.0,Balance sheet 2015-2017
Balance sheet,Group,2015,total current assets,total current assets,current_assets,7207.0,Balance sheet 2015-2017
Balance sheet,Group,2015,total current liabilities,total current liabilities,current_liabilities,17418.0,Balance sheet 2015-2017
Balance sheet,Group,2015,total equity,total equity,total_equity,-10748.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,14666.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Total liabilities,total liabilities,total_liabilities,25414.0,Balance sheet 2015-2017
Balance sheet,Group,2015,total non-current assets,total non-current assets,non_current_assets,7360.0,Balance sheet 2015-2017
Balance sheet,Group,2015,total non-current liabilities,total non-current liabilities,non_current_liabilities,7996.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Trade and other payables,trade and other payables,payables,7145.0,Balance sheet 2015-2017
Balance sheet,Group,2015,Trade and other receivables,trade and other receivables,receivables,4998.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Accumulated Loss,accumulated loss,accumulated_loss,-26071.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Bank overdraft,bank overdraft,bank_overdraft,23.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Cash and cash equivalents,cash and cash equivalents,cash,2701.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Derivatives,current assets: derivatives,,84.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,4212.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Derivatives,current liabilities: derivatives,,4.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Provisions,current liabilities: provisions,provisions_current,1399.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Current portion of long-term loans,current portion of long-term loans,current_portion_loans,6248.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Current tax receivable,current tax receivable,,16.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Deferred tax asset,deferred tax asset,,281.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Intangible assets,intangible assets,intangibles,210.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Inventories,inventories,inventories,727.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Investments,investments,,23.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Long-term loans,long-term loans,long_term_loans,7810.0,Balance sheet 2015-2017
Balance sheet,Group,2016,"Non-current assets classified as
held-for-sale and assets of
disposal groups",non-current assets classified as held-for-sale and assets of disposal groups,,99.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Deferred revenue on ticket sales,non-current liabilities: deferred revenue on ticket sales,deferred_revenue_non_current,633.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Provisions,non-current liabilities: provisions,provisions_non_current,2305.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Non-current prepayments,non-current prepayments,,1880.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Other long-term liabilities,other long-term liabilities,,63.0,Balance sheet 2015-2017
Balance sheet,Group,2016,"Property, aircraft and equipment","property, aircraft and equipment",ppe,4474.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Reserves,reserves,reserves,815.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Retirement benefit asset,retirement benefit asset,,38.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Retirement benefit obligation,retirement benefit obligation,,128.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Share capital,share capital,share_capital,12892.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Total assets,total assets,total_assets,17258.0,Balance sheet 2015-2017
Balance sheet,Group,2016,total current assets,total current assets,current_assets,10276.0,Balance sheet 2015-2017
Balance sheet,Group,2016,total current liabilities,total current liabilities,current_liabilities,18683.0,Balance sheet 2015-2017
Balance sheet,Group,2016,total equity,total equity,total_equity,-12364.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,17258.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Total liabilities,total liabilities,total_liabilities,29622.0,Balance sheet 2015-2017
Balance sheet,Group,2016,total non-current assets,total non-current assets,non_current_assets,6883.0,Balance sheet 2015-2017
Balance sheet,Group,2016,total non-current liabilities,total non-current liabilities,non_current_liabilities,10939.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Trade and other payables,trade and other payables,payables,6797.0,Balance sheet 2015-2017
Balance sheet,Group,2016,Trade and other receivables,trade and other receivables,receivables,6725.0,Balance sheet 2015-2017
Balance sheet,Group,2017,Accumulated Loss,accumulated loss,accumulated_loss,-31712.0,Balance Sheet
Balance sheet,Group,2017,Bank overdraft,bank overdraft,bank_overdraft,684.0,Balance Sheet
Balance sheet,Group,2017,Cash and cash equivalents,cash and cash equivalents,cash,2600.0,Balance Sheet
Balance sheet,Group,2017,Aircraft and other deposits,current assets: aircraft and other deposits,,696.0,Balance Sheet
Balance sheet,Group,2017,Derivatives,current assets: derivatives,,34.0,Balance Sheet
Balance sheet,Group,2017,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,4375.0,Balance Sheet
Balance sheet,Group,2017,Derivatives,current liabilities: derivatives,,1.0,Balance Sheet
Balance sheet,Group,2017,Provisions,current liabilities: provisions,provisions_current,1096.0,Balance Sheet
Balance sheet,Group,2017,Current portion of long–term loans,current portion of long-term loans,current_portion_loans,8140.0,Balance Sheet
Balance sheet,Group,2017,Current tax receivable,current tax receivable,,16.0,Balance Sheet
Balance sheet,Group,2017,Deferred tax asset,deferred tax asset,,41.0,Balance Sheet
Balance sheet,Group,2017,Intangible assets,intangible assets,intangibles,244.0,Balance Sheet
Balance sheet,Group,2017,Inventories,inventories,inventories,867.0,Balance Sheet
Balance sheet,Group,2017,Investments,investments,,29.0,Balance Sheet
Balance sheet,Group,2017,Long–term loans,long-term loans,long_term_loans,7804.0,Balance Sheet
Balance sheet,Group,2017,"Non–current assets classified as held–for–sale
and assets of disposal groups",non-current assets classified as held-for-sale and assets of disposal groups,,99.0,Balance Sheet
Balance sheet,Group,2017,Aircraft and other deposits,non-current assets: aircraft and other deposits,,2684.0,Balance Sheet
Balance sheet,Group,2017,Deferred revenue on ticket sales,non-current liabilities: deferred revenue on ticket sales,deferred_revenue_non_current,668.0,Balance Sheet
Balance sheet,Group,2017,Provisions,non-current liabilities: provisions,provisions_non_current,2328.0,Balance Sheet
Balance sheet,Group,2017,Non-current prepayments,non-current prepayments,,1777.0,Balance sheet 2015-2017
Balance sheet,Group,2017,Other long–term liabilities,other long-term liabilities,,316.0,Balance Sheet
Balance sheet,Group,2017,"Property, aircraft and equipment","property, aircraft and equipment",ppe,4574.0,Balance Sheet
Balance sheet,Group,2017,Reserves,reserves,reserves,946.0,Balance Sheet
Balance sheet,Group,2017,Retirement benefit asset,retirement benefit asset,,26.0,Balance Sheet
Balance sheet,Group,2017,Retirement benefit obligation,retirement benefit obligation,,121.0,Balance Sheet
Balance sheet,Group,2017,Share capital,share capital,share_capital,12892.0,Balance Sheet
Balance sheet,Group,2017,Total assets,total assets,total_assets,15886.0,Balance Sheet
Balance sheet,Group,2017,total current assets,total current assets,current_assets,8218.0,Balance Sheet
Balance sheet,Group,2017,total current liabilities,total current liabilities,current_liabilities,22523.0,Balance Sheet
Balance sheet,Group,2017,total equity,total equity,total_equity,-17874.0,Balance Sheet
Balance sheet,Group,2017,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,15886.0,Balance Sheet
Balance sheet,Group,2017,Total liabilities,total liabilities,total_liabilities,33760.0,Balance Sheet
Balance sheet,Group,2017,total non-current assets,total non-current assets,non_current_assets,7569.0,Balance Sheet
Balance sheet,Group,2017,total non-current liabilities,total non-current liabilities,non_current_liabilities,11237.0,Balance Sheet
Balance sheet,Group,2017,Trade and other payables,trade and other payables,payables,8227.0,Balance Sheet
Balance sheet,Group,2017,Trade and other receivables,trade and other receivables,receivables,3976.0,Balance Sheet
Balance sheet,Group,2018,Accumulated Loss,accumulated loss,accumulated_loss,-36883.0,Balance Sheet
Balance sheet,Group,2018,Bank overdraft,bank overdraft,bank_overdraft,828.0,Balance Sheet
Balance sheet,Group,2018,Cash and cash equivalents,cash and cash equivalents,cash,1635.0,Balance Sheet
Balance sheet,Group,2018,Aircraft and other deposits,current assets: aircraft and other deposits,,400.0,Balance Sheet
Balance sheet,Group,2018,Derivatives,current assets: derivatives,,2.0,Balance Sheet
Balance sheet,Group,2018,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,3408.0,Balance Sheet
Balance sheet,Group,2018,Provisions,current liabilities: provisions,provisions_current,1049.0,Balance Sheet
Balance sheet,Group,2018,Current portion of long–term loans,current portion of long-term loans,current_portion_loans,7662.0,Balance Sheet
Balance sheet,Group,2018,Current tax receivable,current tax receivable,,40.0,Balance Sheet
Balance sheet,Group,2018,Deferred tax asset,deferred tax asset,,12.0,Balance Sheet
Balance sheet,Group,2018,Intangible assets,intangible assets,intangibles,213.0,Balance Sheet
Balance sheet,Group,2018,Inventories,inventories,inventories,1042.0,Balance Sheet
Balance sheet,Group,2018,Investments,investments,,35.0,Balance Sheet
Balance sheet,Group,2018,Long–term loans,long-term loans,long_term_loans,786.0,Balance Sheet
Balance sheet,Group,2018,"Non–current assets classified as held–for–sale
and assets of disposal groups",non-current assets classified as held-for-sale and assets of disposal groups,,99.0,Balance Sheet
Balance sheet,Group,2018,Aircraft and other deposits,non-current assets: aircraft and other deposits,,2261.0,Balance Sheet
Balance sheet,Group,2018,Deferred revenue on ticket sales,non-current liabilities: deferred revenue on ticket sales,deferred_revenue_non_current,568.0,Balance Sheet
Balance sheet,Group,2018,Provisions,non-current liabilities: provisions,provisions_non_current,2707.0,Balance Sheet
Balance sheet,Group,2018,Other long–term liabilities,other long-term liabilities,,206.0,Balance Sheet
Balance sheet,Group,2018,"Property, aircraft and equipment","property, aircraft and equipment",ppe,4291.0,Balance Sheet
Balance sheet,Group,2018,Reserves,reserves,reserves,953.0,Balance Sheet
Balance sheet,Group,2018,Retirement benefit asset,retirement benefit asset,,22.0,Balance Sheet
Balance sheet,Group,2018,Retirement benefit obligation,retirement benefit obligation,,113.0,Balance Sheet
Balance sheet,Group,2018,Share capital,share capital,share_capital,12892.0,Balance Sheet
Balance sheet,Group,2018,Shareholder contribution,shareholder contribution,shareholder_contribution,10000.0,Balance Sheet
Balance sheet,Group,2018,Total assets,total assets,total_assets,13101.0,Balance Sheet
Balance sheet,Group,2018,total current assets,total current assets,current_assets,6203.0,Balance Sheet
Balance sheet,Group,2018,total current liabilities,total current liabilities,current_liabilities,21759.0,Balance Sheet
Balance sheet,Group,2018,total equity,total equity,total_equity,-13038.0,Balance Sheet
Balance sheet,Group,2018,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,13101.0,Balance Sheet
Balance sheet,Group,2018,Total liabilities,total liabilities,total_liabilities,26139.0,Balance Sheet
Balance sheet,Group,2018,total non-current assets,total non-current assets,non_current_assets,6799.0,Balance Sheet
Balance sheet,Group,2018,total non-current liabilities,total non-current liabilities,non_current_liabilities,4380.0,Balance Sheet
Balance sheet,Group,2018,Trade and other payables,trade and other payables,payables,8812.0,Balance Sheet
Balance sheet,Group,2018,Trade and other receivables,trade and other receivables,receivables,3049.0,Balance Sheet
Balance sheet,Group,2019,Accumulated Loss,accumulated loss,accumulated_loss,-43366.0,Balance Sheet
Balance sheet,Group,2019,Cash and cash equivalents,cash and cash equivalents,cash,1979.0,Balance Sheet
Balance sheet,Group,2019,Aircraft and other deposits,current assets: aircraft and other deposits,,544.0,Balance Sheet
Balance sheet,Group,2019,Deferred revenue on ticket sales,current liabilities: deferred revenue on ticket sales,deferred_revenue_current,4146.0,Balance Sheet
Balance sheet,Group,2019,Provisions,current liabilities: provisions,provisions_current,1307.0,Balance Sheet
Balance sheet,Group,2019,Current portion of long–term loans,current portion of long-term loans,current_portion_loans,11903.0,Balance Sheet
Balance sheet,Group,2019,Current tax receivable,current tax receivable,,74.0,Balance Sheet
Balance sheet,Group,2019,Deferred tax asset,deferred tax asset,,50.0,Balance Sheet
Balance sheet,Group,2019,Intangible assets,intangible assets,intangibles,194.0,Balance Sheet
Balance sheet,Group,2019,Inventories,inventories,inventories,992.0,Balance Sheet
Balance sheet,Group,2019,Investments,investments,,35.0,Balance Sheet
Balance sheet,Group,2019,Long–term loans,long-term loans,long_term_loans,6.0,Balance Sheet
Balance sheet,Group,2019,Aircraft and other deposits,non-current assets: aircraft and other deposits,,3228.0,Balance Sheet
Balance sheet,Group,2019,Deferred revenue on ticket sales,non-current liabilities: deferred revenue on ticket sales,deferred_revenue_non_current,469.0,Balance Sheet
Balance sheet,Group,2019,Provisions,non-current liabilities: provisions,provisions_non_current,1466.0,Balance Sheet
Balance sheet,Group,2019,Other long–term liabilities,other long-term liabilities,,810.0,Balance Sheet
Balance sheet,Group,2019,"Property, aircraft and equipment","property, aircraft and equipment",ppe,3741.0,Balance Sheet
Balance sheet,Group,2019,Reserves,reserves,reserves,954.0,Balance Sheet
Balance sheet,Group,2019,Retirement benefit asset,retirement benefit asset,,11.0,Balance Sheet
Balance sheet,Group,2019,Retirement benefit obligation,retirement benefit obligation,,117.0,Balance Sheet
Balance sheet,Group,2019,Share capital,share capital,share_capital,12892.0,Balance Sheet
Balance sheet,Group,2019,Shareholder contribution,shareholder contribution,shareholder_contribution,15000.0,Balance Sheet
Balance sheet,Group,2019,Total assets,total assets,total_assets,13349.0,Balance Sheet
Balance sheet,Group,2019,total current assets,total current assets,current_assets,6125.0,Balance Sheet
Balance sheet,Group,2019,total current liabilities,total current liabilities,current_liabilities,25001.0,Balance Sheet
Balance sheet,Group,2019,total equity,total equity,total_equity,-14520.0,Balance Sheet
Balance sheet,Group,2019,Total equity and liabilities,total equity and liabilities,total_equity_and_liabilities,13349.0,Balance Sheet
Balance sheet,Group,2019,Total liabilities,total liabilities,total_liabilities,27869.0,Balance Sheet
Balance sheet,Group,2019,total non-current assets,total non-current assets,non_current_assets,7224.0,Balance Sheet
Balance sheet,Group,2019,total non-current liabilities,total non-current liabilities,non_current_liabilities,2868.0,Balance Sheet
Balance sheet,Group,2019,Trade and other payables,trade and other payables,payables,7645.0,Balance Sheet
Balance sheet,Group,2019,Trade and other receivables,trade and other receivables,receivables,2501.0,Balance Sheet
Cash flow,Company,2011,(Increase)/decrease in investments,(increase)/decrease in investments,,116.0,cash flow2011-2012
Cash flow,Company,2011,Acquisition of shares in subsidiary,acquisition of shares in subsidiary,,-1800.0,cash flow2011-2012
Cash flow,Company,2011,Additions to intangible assets,additions to intangible assets,intangible_additions,-43.0,cash flow2011-2012
Cash flow,Company,2011,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,586.0,cash flow2011-2012
Cash flow,Company,2011,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,226.0,cash flow2011-2012
Cash flow,Company,2011,Cash and cash equivalents at end of the year,cash and cash equivalents at end of the year,closing_cash,1875.0,cash flow2011-2012
Cash flow,Company,2011,Cash and cash equivalents at the beginning of the year,cash and cash equivalents at the beginning of the year,,3111.0,cash flow2011-2012
Cash flow,Company,2011,Dividends paid,dividends paid,,-101.0,cash flow2011-2012
Cash flow,Company,2011,External borrowings repaid,external borrowings repaid,borrowings_repaid,-804.0,cash flow2011-2012
Cash flow,Company,2011,Finance costs,finance costs,finance_costs,200.0,cash flow2011-2012
Cash flow,Company,2011,Foreign exchange effect on cash and cash equivalents,foreign exchange effect on cash and cash equivalents,,-23.0,cash flow2011-2012
Cash flow,Company,2011,intangible assets,intangible assets,intangibles,39.0,cash flow2011-2012
Cash flow,Company,2011,Interest income,interest income,interest_income,142.0,cash flow2011-2012
Cash flow,Company,2011,Net cash (outflow)/inflow from operating activities,net cash (outflow)/inflow from operating activities,net_operating_cash,-14.0,cash flow2011-2012
Cash flow,Company,2011,Net cash outflow from financing activities,net cash outflow from financing activities,net_financing_cash,-905.0,cash flow2011-2012
